"Call No","Taken Date","Closed Date","Closed Year","Days With APT","Days With Customer","Total Days","Chargeable","Project Work","Quote Time","Quote Amount","Time Hours Estimated","Time Hours Total","Net Time"
"162687","2014-02-27","2014-03-03","2014","1","1","2","U","","0","0","0.00","0.00","0"
"162688","2014-02-28","2014-05-02","2014","24","21","45","N","","0","0","0.00","0.00","0"
"162689","2014-02-28","2014-08-28","2014","92","37","129","Y","","4","400","0.00","7.81","-8"
"162690","2014-02-28","2014-05-26","2014","51","10","61","U","","0","0","0.00","0.57","-1"
"162691","2014-02-28","2014-03-12","2014","8","0","8","N","N","0","0","0.00","0.00","0"
"162692","2014-02-28","2014-05-21","2014","16","42","58","Y","","4","440","0.00","3.99","-4"
"162693","2014-02-28","2014-04-03","2014","1","23","24","U","","0","0","0.00","0.00","0"
"162694","2014-02-28","2014-03-10","2014","6","0","6","Y","Y","0","242","0.00","0.00","0"
"162695","2014-02-28","2014-03-21","2014","13","2","15","U","","0","0","0.00","0.00","0"
"162696","2014-02-28","2014-04-10","2014","23","6","29","U","","0","0","0.00","12.15","-12"
"162697","2014-02-28","2014-05-28","2014","8","55","63","U","","0","0","0.00","0.00","0"
"162698","2014-02-28","2014-02-28","2014","0","0","0","N","N","0","0","0.00","0.00","0"
"162699","2014-02-28","2014-04-02","2014","1","22","23","U","","0","0","0.00","0.00","0"
"162700","2014-03-03","2014-10-13","2014","4","156","160","U","","0","0","0.00","0.16","-0"
"162701","2014-03-03","2014-12-10","2014","170","32","202","U","N","0","0","0.00","0.16","-0"
"162705","2014-03-03","2014-04-03","2014","3","20","23","N","N","0","0","0.00","0.83","-1"
"162706","2014-03-03","2014-03-03","2014","0","0","0","N","N","0","0","0.00","0.00","0"
"162707","2014-03-03","2014-03-26","2014","0","17","17","N","N","0","0","0.00","0.00","0"
"162708","2014-03-03","2015-08-03","2015","362","8","370","R","N","0","3,000","0.00","0.00","0"
"162709","2014-03-03","2014-04-27","2014","39","0","39","N","","0","0","0.00","0.00","0"
"162710","2014-03-03","2014-04-02","2014","0","22","22","N","N","0","0","0.00","1.83","-2"
"162711","2014-03-03","2014-03-05","2014","1","1","2","U","","0","0","0.00","0.00","0"
"162712","2014-03-03","2015-06-11","2015","333","0","333","N","N","0","0","0.00","97.75","-98"
"162713","2014-03-03","2014-05-07","2014","12","35","47","N","N","0","0","0.00","1.00","-1"
